league,year,h_a,xG,xGA,deep,deep_allowed,ppda_coef,oppda_coef
La_liga,2015,a,0.695343,0.984203,9,11,14.185185185185183,2.891304347826087
EPL,2016,h,2.16957,0.899691,14,3,4.76,23.05555555555556
Serie_A,2018,h,0.86608,0.175617,5,5,6.40625,6.1
EPL,2014,h,3.03534,0.272806,10,0,5.809523809523809,13.947368421052632
Ligue_1,2019,a,2.2089,1.58624,10,1,8.558823529411764,13.56
La_liga,2017,a,2.88458,1.15009,9,4,11.208333333333334,13.37037037037037
Bundesliga,2015,h,1.90362,2.52835,5,18,5.947368421052632,7.48
Serie_A,2014,h,0.964895,0.739269,9,4,10.5625,6.928571428571429
EPL,2015,h,1.70719,2.50168,15,6,4.44,12.105263157894736
Serie_A,2019,h,1.30598,2.7301,9,4,8.73076923076923,13.35
Serie_A,2019,a,1.03338,1.4212,4,15,43.375,3.897435897435898
Serie_A,2015,a,0.230838,1.42523,2,3,12.448275862068966,8.10344827586207
Serie_A,2014,a,1.1507,1.05735,8,4,5.275862068965517,7.52
La_liga,2014,a,1.93328,0.385643,11,1,2.6451612903225805,7.958333333333333
Bundesliga,2015,a,1.23291,1.14869,4,3,10.5,9.733333333333333
Bundesliga,2019,a,2.36595,1.15899,6,1,7.904761904761905,10.05
Bundesliga,2017,a,0.251631,2.27284,5,3,4.918367346938775,11.523809523809524
Serie_A,2017,h,0.208482,0.996321,2,2,21.5,8.647058823529411
Bundesliga,2016,a,0.690412,1.19051,7,5,13.347826086956522,6.352941176470588
Ligue_1,2018,a,1.03793,0.600538,4,2,6.96969696969697,22.916666666666668
Ligue_1,2014,a,1.72686,0.342817,3,1,9.24,7.0
La_liga,2018,h,1.33323,0.97845,5,6,8.464285714285714,5.5
Serie_A,2017,a,1.06702,1.41644,8,8,10.045454545454543,11.478260869565217
Ligue_1,2015,a,0.356524,0.709547,6,2,5.694444444444445,5.8108108108108105
La_liga,2014,h,2.30439,1.10245,5,7,6.84375,15.666666666666666
Serie_A,2016,h,2.39527,1.17527,3,7,16.38888888888889,8.0
Bundesliga,2014,a,1.42138,1.82786,4,6,13.333333333333334,10.782608695652174
Serie_A,2014,h,1.83577,2.12923,5,2,9.090909090909092,3.864864864864865
Bundesliga,2019,a,0.884946,1.70133,6,5,10.68,7.095238095238095
EPL,2014,h,4.3298,0.684259,19,2,8.4,13.0
Bundesliga,2017,h,1.33681,1.41602,6,4,11.541666666666666,6.6571428571428575
Serie_A,2017,h,1.86446,0.633372,13,0,5.208333333333333,17.0
EPL,2019,h,1.65069,1.62777,12,9,13.0,10.72
La_liga,2015,a,0.602107,1.28639,5,6,5.176470588235294,5.931034482758621
Bundesliga,2018,a,0.70077,0.601572,2,7,5.935483870967742,25.90909090909091
Ligue_1,2015,a,0.233848,3.8578,2,22,27.26315789473684,6.911764705882353
La_liga,2016,h,2.11012,0.0529013,7,1,4.0,7.258064516129032
EPL,2015,h,0.682823,1.56383,11,9,10.882352941176473,9.027027027027026
Ligue_1,2019,a,2.0343,0.384687,11,8,10.8125,9.416666666666666
La_liga,2018,a,1.21431,2.4656,2,7,6.790697674418604,10.333333333333334
Bundesliga,2017,a,1.30821,2.47477,9,10,11.55,10.89655172413793
EPL,2018,a,2.72523,1.27173,10,1,4.142857142857143,20.27777777777778
Ligue_1,2016,a,0.319981,0.486319,4,2,13.058823529411764,9.586206896551724
EPL,2018,h,0.763821,2.16356,3,10,14.153846153846152,15.266666666666667
La_liga,2015,a,1.62203,0.965753,7,8,8.787878787878787,8.466666666666667
Ligue_1,2016,h,1.7221,0.415974,5,4,12.391304347826088,10.647058823529411
La_liga,2015,a,0.933564,0.878256,5,10,7.8,4.282051282051282
Serie_A,2017,h,0.614641,1.36434,4,6,32.76923076923077,18.35
Serie_A,2015,a,2.04874,1.06069,10,2,8.538461538461538,13.63157894736842
La_liga,2018,h,1.09062,0.322397,12,5,6.307692307692308,10.714285714285714
Ligue_1,2017,a,1.44922,0.907186,2,5,11.947368421052632,21.75
Bundesliga,2014,h,1.74567,1.89213,3,9,9.666666666666666,4.576923076923077
Ligue_1,2018,a,1.01835,1.63216,3,7,24.4,8.333333333333334
Bundesliga,2014,a,0.243596,2.15165,1,19,21.545454545454547,8.78125
Serie_A,2018,h,1.05314,0.144417,4,7,11.592592592592592,17.8125
La_liga,2017,a,0.370822,1.93124,2,8,11.741935483870968,8.85
EPL,2019,a,2.1772,0.786974,5,2,15.307692307692308,5.194444444444445
Serie_A,2017,a,1.08402,3.15024,9,9,17.25,16.857142857142858
EPL,2017,a,0.216004,2.36491,0,12,9.5,6.138888888888889
EPL,2014,a,0.570955,2.37332,3,13,11.91304347826087,8.25
EPL,2019,h,2.39405,1.52044,4,1,13.058823529411764,18.8
La_liga,2017,a,1.91049,1.71343,3,1,3.787878787878788,19.615384615384617
Serie_A,2014,h,0.745644,0.839752,3,5,16.545454545454547,5.346153846153846
La_liga,2019,h,1.00938,0.595381,6,4,6.714285714285714,7.1923076923076925
La_liga,2018,a,1.22488,1.35453,2,5,12.27777777777778,5.454545454545454
EPL,2016,a,1.46058,1.03178,6,6,9.851851851851851,6.5625
Ligue_1,2018,a,4.04015,0.706972,8,0,3.40625,16.047619047619047
La_liga,2016,h,0.924431,1.62631,9,0,11.428571428571429,8.869565217391305
Bundesliga,2016,a,0.307566,2.93112,1,4,14.423076923076923,6.916666666666667
Serie_A,2014,a,0.493968,1.52229,4,6,21.476190476190474,11.695652173913045
Serie_A,2017,h,1.22642,0.518186,0,10,14.73913043478261,11.107142857142858
La_liga,2014,h,1.30831,1.12945,4,3,8.35,7.625
La_liga,2017,a,1.54959,3.8047,5,26,18.2,8.193548387096774
Ligue_1,2019,h,0.250307,0.693027,2,4,8.607142857142858,15.052631578947368
Ligue_1,2018,a,1.58031,1.76356,6,3,14.117647058823527,13.526315789473683
EPL,2014,a,1.36108,2.26451,10,2,8.0,9.0
Ligue_1,2016,h,0.920032,0.395826,6,0,4.166666666666667,7.882352941176471
EPL,2016,h,2.58035,0.387741,14,0,5.0,26.785714285714285
La_liga,2016,h,3.27145,0.665833,13,5,5.796610169491525,26.428571428571427
Serie_A,2014,h,3.60693,0.43169,9,6,5.0,7.09375
Serie_A,2014,a,0.723373,0.697014,8,6,3.857142857142857,8.851851851851851
EPL,2016,h,1.54732,0.789939,3,17,13.818181818181818,3.7142857142857135
Ligue_1,2018,a,1.0545,1.28871,5,4,12.541666666666666,6.424242424242424
EPL,2016,h,2.45308,0.87072,11,3,8.56,8.818181818181818
Ligue_1,2016,a,0.90611,0.699091,5,9,16.476190476190474,21.15384615384616
Serie_A,2019,a,1.29111,1.7835,3,11,14.043478260869565,6.814814814814815
La_liga,2014,a,0.247088,3.66014,1,14,30.923076923076923,4.954545454545454
Bundesliga,2016,a,0.179729,4.05385,0,16,33.166666666666664,9.4
Serie_A,2016,a,0.959527,1.61797,8,9,8.794117647058824,7.407407407407407
Ligue_1,2018,h,1.41618,0.513682,8,0,8.409090909090908,6.888888888888889
La_liga,2015,a,2.33036,0.833737,9,2,10.125,13.5
EPL,2019,h,0.486548,2.56057,3,13,25.9375,11.2
EPL,2015,a,0.871678,1.94483,8,3,9.95,10.428571428571429
Serie_A,2019,h,1.56746,0.250925,6,2,9.863636363636363,27.642857142857142
La_liga,2019,a,1.41126,1.69928,4,9,11.695652173913045,10.107142857142858
EPL,2018,h,1.49487,1.67701,10,3,14.578947368421051,11.96774193548387
La_liga,2018,h,1.74287,0.529404,4,4,6.84,2.413793103448276
Ligue_1,2015,a,1.11632,1.67631,4,3,12.058823529411764,8.5
Serie_A,2018,a,0.48896,2.53238,2,17,34.0,14.235294117647058
Serie_A,2018,h,1.04742,1.19042,3,12,7.923076923076923,5.21875
Bundesliga,2016,a,2.29253,0.571467,10,4,7.53125,5.333333333333333
Ligue_1,2014,h,0.313189,1.8645,3,7,7.476190476190476,10.181818181818182
La_liga,2015,h,3.52924,0.989088,14,8,8.612903225806452,13.916666666666666
Bundesliga,2018,a,2.49289,1.30285,7,13,29.692307692307693,15.545454545454543
Serie_A,2016,h,2.15034,0.128693,7,1,7.227272727272727,6.965517241379311
EPL,2016,h,1.85359,0.510395,4,8,12.0,7.962962962962963
Bundesliga,2019,h,1.4601,0.755838,5,0,11.714285714285714,10.866666666666667
Bundesliga,2018,h,1.70943,0.459166,14,0,10.636363636363637,46.5
EPL,2016,a,0.570664,0.809101,2,10,8.043478260869565,7.052631578947368
La_liga,2015,h,3.1552,1.04939,6,5,9.75,10.272727272727272
Serie_A,2014,a,1.02847,1.12115,3,8,4.17948717948718,5.65625
Bundesliga,2016,h,1.4575,1.31382,11,7,9.833333333333334,4.5
Bundesliga,2018,h,0.382344,2.66718,7,8,9.96774193548387,6.5
La_liga,2015,h,4.72913,0.325061,22,2,4.823529411764706,12.692307692307692
Ligue_1,2018,a,1.41575,0.863766,10,2,16.307692307692307,20.75
La_liga,2018,h,1.15766,1.46459,5,9,14.157894736842104,7.48
Ligue_1,2014,h,2.32422,0.791375,4,1,6.774193548387097,5.478260869565218
Bundesliga,2018,a,5.94023,0.58281,15,3,15.764705882352942,45.083333333333336
Serie_A,2019,h,1.19573,4.46396,2,6,12.15,10.08
Serie_A,2016,h,3.12652,0.53762,8,1,6.314285714285714,13.090909090909092
EPL,2016,a,1.3508,1.46034,15,3,6.074074074074074,11.458333333333334
Ligue_1,2015,a,1.76628,1.67221,2,7,11.68,8.9
EPL,2016,h,2.17521,0.127321,4,2,9.72222222222222,17.263157894736842
Ligue_1,2015,a,0.397994,1.41771,4,5,11.375,9.2
Ligue_1,2017,h,1.54515,0.337006,4,5,9.857142857142858,7.586206896551724
EPL,2017,h,1.49928,1.96635,1,9,15.5,11.117647058823527
Serie_A,2016,a,0.547634,2.39829,3,12,11.681818181818182,9.709677419354838
Serie_A,2019,h,1.36631,0.632711,5,4,7.184210526315789,5.923076923076923
La_liga,2016,a,1.12935,1.31719,8,5,4.608695652173913,12.24
Serie_A,2019,a,1.75181,1.43922,8,3,6.225806451612903,8.761904761904763
La_liga,2015,h,1.06144,0.114789,5,1,8.96,6.4
EPL,2017,a,0.487297,2.63564,7,6,15.647058823529411,10.566666666666666
Ligue_1,2015,a,0.166221,0.391752,3,2,12.0,13.857142857142858
La_liga,2018,a,1.64731,1.44342,6,14,13.529411764705882,7.655172413793103
La_liga,2014,a,1.68827,1.01863,1,2,5.67741935483871,9.954545454545457
EPL,2014,h,1.06125,2.28119,8,23,10.923076923076923,13.208333333333334
Ligue_1,2018,a,0.491204,0.766134,2,3,8.384615384615385,7.40625
EPL,2018,a,2.2668,1.12595,16,7,8.1,15.869565217391305
Serie_A,2019,a,1.95747,1.60289,3,10,12.19047619047619,9.75
Bundesliga,2019,a,1.274,1.91324,2,9,12.047619047619047,8.846153846153847
La_liga,2019,a,0.389713,0.555369,9,4,8.777777777777779,10.333333333333334
La_liga,2014,a,0.501211,0.980041,5,1,5.486486486486487,9.961538461538462
Ligue_1,2018,a,0.83933,1.73664,3,2,10.685714285714283,7.809523809523809
La_liga,2015,h,5.15361,0.227689,14,2,8.041666666666666,13.5
EPL,2014,a,0.799261,1.8287,2,9,18.125,6.7105263157894735
Ligue_1,2017,a,0.6259,0.420556,2,4,9.0,5.233333333333333
Serie_A,2018,h,1.67301,1.66205,6,3,10.210526315789474,35.111111111111114
EPL,2019,a,1.16171,2.33891,7,9,14.428571428571429,10.125
Ligue_1,2018,a,0.339628,0.768295,3,9,12.91304347826087,10.285714285714286
Serie_A,2018,h,1.57211,1.48362,7,4,9.818181818181818,9.478260869565217
EPL,2014,a,1.02153,3.56581,2,24,14.823529411764708,12.285714285714286
La_liga,2019,h,2.6866,0.885045,9,2,4.90625,18.61904761904762
Serie_A,2018,a,1.42452,3.04531,4,3,14.333333333333334,11.48
EPL,2014,h,2.17554,2.20831,11,4,5.260869565217392,14.263157894736842
Ligue_1,2017,h,2.07693,0.271135,10,3,9.736842105263158,53.142857142857146
La_liga,2019,a,0.127135,1.91529,3,4,12.304347826086955,14.11111111111111
Serie_A,2018,a,0.504583,2.89766,2,15,16.4,36.6
Bundesliga,2019,h,0.996067,0.492299,9,6,4.777777777777778,10.258064516129032
La_liga,2014,h,1.12491,1.64662,3,3,3.8260869565217392,8.38888888888889
EPL,2014,a,1.17369,0.958788,4,5,17.0,4.458333333333333
Serie_A,2018,a,0.550208,2.18318,3,10,17.68421052631579,14.038461538461538
Ligue_1,2017,h,1.24112,0.989557,5,5,19.875,12.05
La_liga,2014,a,1.1246,0.968252,2,4,5.0,7.684210526315789
La_liga,2015,h,4.08121,1.03777,13,6,6.916666666666667,21.23076923076923
Serie_A,2019,h,1.06912,0.663009,4,6,16.19047619047619,19.11764705882353
La_liga,2019,h,1.10257,0.979209,2,1,9.35,10.037037037037036
Bundesliga,2017,h,0.980831,1.18053,6,15,26.2,7.619047619047619
Bundesliga,2019,h,1.58412,0.889656,11,5,7.75,19.83333333333333
Serie_A,2016,a,0.53762,3.12652,1,8,13.090909090909092,6.314285714285714
EPL,2016,h,1.03986,0.576173,8,3,16.05263157894737,15.27777777777778
Serie_A,2016,a,1.31773,0.272072,4,1,14.61111111111111,12.421052631578949
La_liga,2015,h,0.984203,0.695343,11,9,2.891304347826087,14.185185185185183
EPL,2017,h,2.38263,1.54676,8,7,7.55,16.705882352941178
La_liga,2016,h,2.56597,1.04653,8,3,10.869565217391305,9.91304347826087
Serie_A,2014,h,1.05665,0.542964,9,4,5.0,22.11764705882353
Serie_A,2017,a,1.374,1.05639,12,2,3.2,17.666666666666668
EPL,2019,a,0.704879,0.654318,9,4,8.941176470588236,11.391304347826088
EPL,2014,h,1.47873,0.560875,15,2,7.523809523809524,14.176470588235292
Ligue_1,2018,h,0.677345,0.977973,0,7,15.9,10.7
La_liga,2015,h,0.954929,0.34525,4,3,10.045454545454543,5.107142857142857
EPL,2018,a,1.33896,0.992326,11,2,4.458333333333333,21.26315789473684
Serie_A,2018,a,1.4449,0.900644,7,7,24.266666666666666,10.85
EPL,2019,h,1.48842,2.00172,4,5,5.333333333333333,20.166666666666668
Ligue_1,2018,h,2.95975,0.228631,4,3,10.65625,4.655172413793103
EPL,2014,h,1.68343,0.991901,6,3,5.935483870967742,13.6875
Ligue_1,2018,a,2.44073,0.919754,10,4,8.782608695652174,18.105263157894736
Serie_A,2014,a,1.09733,1.55031,4,6,10.44,9.08695652173913
Bundesliga,2014,h,0.80457,0.848507,5,4,10.916666666666666,7.6923076923076925
Serie_A,2018,h,2.55099,0.412204,13,3,10.157894736842104,32.13333333333333
Serie_A,2018,h,2.08181,2.08951,6,7,11.035714285714286,10.11111111111111
Bundesliga,2014,h,1.92692,1.93428,10,8,3.4871794871794872,6.869565217391305
Ligue_1,2019,a,2.87671,1.34345,5,9,9.419354838709678,6.423076923076923
Bundesliga,2014,h,0.531751,1.06863,0,3,7.666666666666667,6.517241379310345
Bundesliga,2019,a,0.574545,2.41631,2,3,9.28,15.708333333333334
Bundesliga,2018,h,2.62916,0.393762,13,3,11.5,14.0
Bundesliga,2017,h,2.39089,1.2544,5,6,9.56,6.625
EPL,2017,h,3.87829,1.13893,20,11,7.625,12.652173913043478
EPL,2016,h,0.852585,1.27757,4,9,12.0,7.642857142857143
Bundesliga,2017,h,1.65693,0.0979538,13,2,5.15,21.55
Bundesliga,2015,h,0.45464,0.807708,7,5,8.193548387096774,8.851851851851851
EPL,2018,a,0.788788,1.28197,3,20,21.6875,5.5
Ligue_1,2015,a,0.5584,1.40096,5,5,11.3,6.5
La_liga,2015,a,0.535918,2.41831,3,12,8.375,5.892857142857143
EPL,2017,a,0.382005,0.260436,2,0,13.333333333333334,12.3
Serie_A,2016,a,1.71314,0.225855,8,0,7.2894736842105265,18.0
Serie_A,2019,h,1.4232,1.06904,3,4,8.714285714285714,7.88
La_liga,2014,a,0.150209,1.21074,3,3,3.838709677419355,13.0
EPL,2014,a,2.02073,2.50357,6,3,6.206896551724138,10.08695652173913
Serie_A,2017,a,0.559323,1.42114,8,2,10.545454545454543,9.851851851851851
Ligue_1,2014,h,3.27913,1.43438,4,2,7.032258064516129,3.772727272727273
Serie_A,2018,h,1.66099,2.30167,6,6,7.914285714285715,7.407407407407407
La_liga,2014,h,1.23315,0.862324,2,6,4.294117647058823,5.941176470588236
La_liga,2018,a,0.358462,1.68261,1,4,10.5,13.529411764705882
Bundesliga,2018,a,0.209187,1.90354,0,6,35.80952380952381,8.307692307692308
Ligue_1,2018,h,1.67732,1.2003,11,11,25.166666666666668,6.392857142857143
Ligue_1,2014,h,0.250159,0.639578,5,3,12.92,9.555555555555555
EPL,2019,h,1.49121,2.03065,13,4,17.0,12.96
La_liga,2017,h,1.93154,1.63012,8,5,6.869565217391305,13.0
La_liga,2016,h,0.666963,1.44228,9,5,14.944444444444445,12.736842105263158
EPL,2019,a,0.974181,1.6977,3,4,7.45,8.923076923076923
La_liga,2015,a,2.29034,0.28097,3,2,11.153846153846152,6.869565217391305
Ligue_1,2017,h,0.285745,0.996403,2,3,14.6,30.866666666666667
EPL,2017,a,1.68728,2.02983,4,9,8.117647058823529,5.722222222222222
Serie_A,2015,h,0.799558,3.81906,9,5,10.935483870967742,9.16
EPL,2016,h,0.488485,2.31811,7,21,14.083333333333334,7.617647058823529
La_liga,2019,a,0.328031,1.94897,4,4,15.76923076923077,9.333333333333334
Bundesliga,2016,h,1.42995,1.28155,16,2,4.454545454545454,5.761904761904762
Ligue_1,2014,a,1.72403,3.1251,4,7,16.681818181818183,4.027027027027027
Ligue_1,2019,a,0.305387,3.61599,3,12,52.77777777777778,4.0588235294117645
Ligue_1,2017,a,1.00748,0.949417,5,0,5.04,21.75
Bundesliga,2019,a,0.891198,1.37579,2,3,6.931034482758621,6.111111111111111
Bundesliga,2014,a,2.08631,1.98748,4,7,5.92,4.893617021276596
Ligue_1,2018,h,1.20639,1.33564,5,2,19.375,10.3125
Ligue_1,2019,a,3.65633,2.78308,15,7,5.742857142857143,37.41666666666666
Ligue_1,2017,h,1.18185,0.302355,6,5,13.62962962962963,7.173913043478261
EPL,2019,a,1.66084,2.54311,14,3,9.347826086956522,18.47058823529412
EPL,2015,a,1.19353,0.699012,4,7,14.117647058823527,7.037037037037037
La_liga,2018,h,1.39716,0.410646,8,3,9.142857142857142,11.157894736842104
EPL,2019,h,1.76046,0.558298,6,4,9.764705882352942,13.75
Ligue_1,2017,a,1.28401,0.806682,8,4,4.12,31.0
La_liga,2018,h,1.04946,0.902661,11,5,5.137931034482759,6.08
Bundesliga,2017,a,1.90135,2.34535,4,10,11.916666666666666,3.606060606060606
Bundesliga,2015,a,2.17031,1.16167,4,2,8.96,8.375
La_liga,2019,h,1.16982,1.73657,7,7,6.5,6.9375
Serie_A,2019,a,0.652726,1.26806,3,3,11.129032258064516,16.0
Ligue_1,2018,h,1.37742,2.12374,10,2,7.090909090909091,10.88888888888889
EPL,2019,h,0.31013,1.20903,1,9,18.789473684210527,15.214285714285714
Serie_A,2016,h,1.6764,1.54094,12,7,6.621621621621622,6.892857142857143
Bundesliga,2018,a,1.75711,0.797591,10,11,12.91304347826087,28.27272727272728
La_liga,2018,a,0.88589,2.51639,5,3,5.928571428571429,8.714285714285714
EPL,2018,a,1.52214,2.10943,4,5,12.296296296296296,6.375
Ligue_1,2017,h,2.20762,3.94333,2,24,17.44,7.8
Ligue_1,2018,h,0.337468,2.75884,1,12,16.96551724137931,14.055555555555555
Bundesliga,2018,a,2.64706,3.9572,5,7,18.23529411764705,17.75
Bundesliga,2014,a,1.15522,1.01373,2,13,12.157894736842104,6.454545454545454
Ligue_1,2016,h,1.91376,1.11236,7,8,19.5,8.703703703703704
Serie_A,2018,h,0.53547,1.14513,7,4,7.9,13.652173913043478
Ligue_1,2015,a,1.77639,3.63872,7,12,15.0,5.534883720930233
Serie_A,2019,a,0.835919,2.17197,1,12,13.238095238095235,6.04
Serie_A,2014,h,1.2006,1.11601,1,7,11.666666666666666,8.954545454545455
EPL,2018,a,2.01376,0.764264,13,1,9.27777777777778,21.22222222222222
Bundesliga,2016,h,1.15624,2.47526,7,7,6.333333333333333,11.04
La_liga,2014,h,0.578125,0.787002,1,3,3.071428571428572,4.4
EPL,2018,h,0.318169,2.86236,5,18,29.615384615384617,4.814814814814815
La_liga,2015,a,1.09296,0.64324,7,1,5.655172413793103,11.238095238095235
La_liga,2016,a,1.35901,1.00658,7,7,8.64,6.24
EPL,2019,h,0.76201,0.280048,7,3,7.15,15.363636363636363
Serie_A,2019,h,1.69256,1.08835,8,8,9.346153846153848,7.857142857142857
Bundesliga,2015,h,0.973992,0.570155,8,2,4.878787878787879,5.904761904761905
La_liga,2019,a,1.73657,1.16982,7,7,6.9375,6.5
La_liga,2017,a,1.61922,0.334059,13,3,6.407407407407407,26.454545454545453
EPL,2019,h,1.00877,0.235909,5,2,16.214285714285715,7.925925925925926
Bundesliga,2016,h,1.86188,0.546023,8,11,16.11111111111111,12.8
Ligue_1,2015,a,0.803349,1.61712,2,5,8.696969696969697,15.304347826086955
Ligue_1,2015,h,0.792313,1.21767,4,3,7.32,9.465116279069768
EPL,2016,a,2.43608,0.515218,9,4,12.25,12.555555555555555
EPL,2015,a,0.107888,2.34619,2,13,14.956521739130435,4.666666666666667
La_liga,2019,a,0.257146,3.27894,3,16,7.444444444444445,7.310344827586207
Serie_A,2016,h,0.455904,1.97551,4,8,11.833333333333334,15.047619047619047
Bundesliga,2014,a,2.16383,0.141435,2,0,6.742857142857143,7.413793103448276
La_liga,2019,h,1.6153,1.80682,1,8,13.041666666666666,9.642857142857142
EPL,2019,a,1.80849,0.812693,4,15,8.217391304347826,5.956521739130435
La_liga,2016,h,1.84235,0.811517,4,5,7.0,10.0
La_liga,2014,h,2.92695,1.7552,10,7,11.181818181818182,9.363636363636363
EPL,2017,h,1.80763,0.786214,14,3,8.642857142857142,21.214285714285715
EPL,2015,a,0.684036,0.760848,4,3,11.5,5.9523809523809526
Serie_A,2016,a,0.782456,0.594515,5,7,11.045454545454543,7.0625
EPL,2017,a,0.312561,0.369454,2,2,12.3,13.529411764705882
Serie_A,2017,h,0.300982,1.39071,5,2,5.542857142857143,11.428571428571429
Bundesliga,2018,a,1.64707,0.710341,4,2,6.45,15.055555555555555
Serie_A,2018,h,1.34489,0.36771,5,2,10.633333333333333,10.833333333333334
Serie_A,2018,h,1.57505,1.11577,6,8,7.285714285714286,47.142857142857146
Bundesliga,2019,a,0.771094,1.16546,6,7,21.375,11.772727272727272
Serie_A,2016,h,1.00699,2.21845,5,10,13.904761904761903,7.6
Serie_A,2014,h,2.31775,0.529139,10,2,6.703703703703703,10.15625
Serie_A,2016,a,1.02389,0.737697,11,3,7.75,14.608695652173912
Serie_A,2019,a,1.06904,1.4232,4,3,7.88,8.714285714285714
La_liga,2019,a,0.76674,1.91143,6,6,8.93939393939394,6.590909090909091
EPL,2017,a,0.829699,0.835241,6,12,19.133333333333333,4.827586206896552
Ligue_1,2015,a,1.74708,0.985051,8,4,9.68,15.807692307692308
Serie_A,2015,h,1.50751,1.10703,8,10,7.384615384615385,7.772727272727272
La_liga,2016,a,0.0863513,1.67754,2,7,6.608695652173913,4.5
Serie_A,2017,a,0.503787,1.01003,3,4,14.461538461538462,12.210526315789474
Serie_A,2018,a,0.52595,0.983596,7,4,6.7407407407407405,11.625
La_liga,2018,h,1.41803,0.918079,7,9,7.0,11.655172413793103
Bundesliga,2014,h,1.54226,0.979608,5,2,12.296296296296296,7.346153846153846
Ligue_1,2015,a,1.13123,0.822078,3,12,11.625,6.257142857142857
Serie_A,2016,a,1.0284,1.27078,5,1,4.086956521739131,15.782608695652174
EPL,2017,h,1.11852,2.77085,1,17,21.695652173913043,4.275862068965517
Serie_A,2017,h,1.05639,1.374,2,12,17.666666666666668,3.2
Ligue_1,2014,a,0.188163,0.363124,3,3,8.10344827586207,5.571428571428571
EPL,2018,h,2.00175,0.787747,9,4,9.75,7.785714285714286
Serie_A,2016,a,0.0712181,3.23331,1,9,16.363636363636363,6.777777777777778
Ligue_1,2016,h,1.21319,1.75544,3,11,8.708333333333334,19.666666666666668
Serie_A,2015,a,0.271335,1.37733,4,5,7.575,6.172413793103448
Serie_A,2018,a,1.99068,1.74459,7,10,13.75,17.454545454545453
La_liga,2017,a,0.188016,3.84966,2,9,12.695652173913045,7.296296296296297
Serie_A,2019,a,1.93545,1.04247,5,4,19.157894736842103,9.5
Ligue_1,2014,a,1.47031,1.03529,3,2,3.4571428571428573,8.166666666666666
EPL,2015,a,0.270782,0.298318,4,7,11.173913043478262,5.628571428571429
Ligue_1,2015,a,0.338106,0.93038,2,5,11.0,4.684210526315789
Ligue_1,2017,h,2.94979,0.881798,4,5,14.11111111111111,7.666666666666667
Bundesliga,2014,a,1.6222,4.06466,4,8,6.024390243902439,6.735294117647059
Serie_A,2015,a,0.798391,2.63119,5,13,13.476190476190476,11.0
La_liga,2017,a,2.05048,2.02953,5,11,10.75,7.069767441860465
Bundesliga,2016,a,2.34852,1.93562,9,4,9.37037037037037,6.9375
Ligue_1,2014,h,1.8721,1.80265,2,4,7.952380952380952,17.933333333333334
Ligue_1,2016,h,1.93973,1.63684,2,2,3.435897435897436,13.08
Ligue_1,2014,a,0.509534,0.787783,1,2,6.552631578947368,7.545454545454546
EPL,2016,a,1.32318,1.30365,13,2,4.2105263157894735,15.476190476190476
La_liga,2015,a,1.46627,2.76612,2,16,15.26086956521739,5.533333333333333
Bundesliga,2016,h,1.845,0.827583,10,10,15.107142857142858,9.642857142857142
Ligue_1,2015,a,1.42714,2.0162,3,7,7.518518518518518,8.580645161290322
Bundesliga,2017,a,0.987601,1.09746,4,5,9.962962962962964,4.3
La_liga,2016,h,0.544707,0.584488,8,6,5.239130434782608,6.958333333333333
Ligue_1,2016,h,2.16637,0.372589,11,3,8.75,26.818181818181817
Ligue_1,2019,a,0.965168,0.586122,3,8,16.94736842105263,5.161290322580645
Ligue_1,2016,a,0.469664,1.35102,7,2,15.85,7.366666666666666
Bundesliga,2019,h,0.596262,2.68366,5,5,16.0625,6.606060606060606
Bundesliga,2018,h,1.75244,1.48071,8,5,12.958333333333334,9.391304347826088
Ligue_1,2015,h,3.28677,0.336436,10,2,7.428571428571429,13.842105263157896
EPL,2015,a,0.759269,1.59025,9,12,14.529411764705882,8.391304347826088
